,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32
sub-123925,0,0,0.0,0,0.01721,10.90415,-10.67722,10.35064,-9.28085,0.38846,0.0,1.76494,-1.93722,0.0591,11.68193,-14.13383,15.14375,-16.52529,0.47859,0.52201,29.71864,-29.12601,14.29721,-14.12418,15.7752,-14.82131,9.13477,-8.25181,21.84728,-16.08997,10.45491,-10.78249,12.59559,-12.59559,-22.91358,-8.21469,-0.63403,-12.79522,-12.10331,-16.01035,-15.83882,-35.1599,4.55489,4.48009,4.68748,-18.41989,12.60153,13.04457,-17.26515,-16.37605,40.45624,-23.23163,6.19595,6.03653,2.203,2.87449,8.33583,9.59349,-26.62422,-26.38298,-57.6305,-64.27677,28.35777,28.09994,0,0,-9.063,-16.85483,-7.57645,-6.40684,-7.0576,-19.01435,-20.25807,-1.35385,-11.29928,-10.41724,-11.07159,1.22353,28.08737,26.90231,24.26747,23.28852,13.51348,4.3509,-16.10396,-18.35824,-11.16584,-12.47353,-17.54782,-21.49843,1.54395,0.8839,-2.23128,-4.14549,-2.52457,-3.25792
sub-130013,0,0,-0.19461,0,-0.04378,11.21764,-11.29436,10.11011,-10.27438,-0.47292,0.214,2.03576,-1.8879,-0.38124,14.79028,-14.54807,18.97475,-17.21073,0.87684,-0.12867,35.42424,-34.17164,16.32435,-16.72834,22.16476,-19.8355,17.15984,-12.83454,17.10579,-20.97741,11.32409,-12.30963,13.69275,-13.69275,-24.47514,-10.01717,-1.22507,-16.76788,-14.90923,-17.8079,-17.20405,-40.87681,4.72043,4.63993,4.63702,-19.56299,10.8939,11.23813,-17.55024,-17.24435,45.55108,-26.54232,9.32988,6.39955,3.13095,3.50124,10.82593,8.82983,-35.24256,-35.16614,-73.89465,-69.98138,30.19491,30.83718,0,0,-10.54908,-15.84667,-5.98427,-8.47239,-7.66326,-16.51521,-15.87762,2.21812,-10.80706,-9.85675,-9.54712,2.53714,26.84735,29.58871,26.56213,28.91837,7.08338,8.27514,-21.0033,-17.20404,-13.4185,-11.9277,-24.00568,-19.13456,7.40972,7.50462,-0.45488,3.60116,-5.45654,-4.19671
sub-130316,0,0,-0.02092,0,0.38257,11.33673,-10.55164,9.81513,-9.59811,-0.10199,0.27986,2.2095,-1.12037,0.09216,12.11845,-14.14803,18.73853,-17.908,-0.49204,-0.24739,29.26682,-29.07259,17.41323,-18.35181,16.95156,-18.10714,10.5583,-9.32413,17.38358,-15.67859,10.89538,-10.66284,13.7326,-13.7326,-23.98285,-9.9011,-1.41333,-13.9943,-14.76574,-16.46267,-16.11407,-41.9439,4.26112,4.97121,4.41947,-18.89966,11.05811,11.25751,-17.10212,-17.04991,44.34712,-22.38747,10.13203,7.40487,2.69175,0.72462,10.19666,8.53703,-27.47833,-27.74923,-62.10035,-67.08296,30.36701,29.15963,0,0,-10.81284,-18.94812,-8.35936,-7.42053,-8.52154,-19.00613,-18.57093,2.07968,-12.80867,-11.57768,-11.10472,2.62213,26.81934,28.31712,26.10245,24.39964,12.91035,9.52135,-19.9638,-17.70374,-10.8733,-9.65221,-20.73471,-20.5626,6.62068,6.18751,4.19981,2.03762,-4.96188,-6.26548
sub-139637,0,0,-0.02234,0,0.12833,10.53772,-10.08983,8.86199,-9.5385,-0.12934,0.0,1.69855,-1.88115,0.04459,9.77066,-10.91964,16.40063,-14.24561,-0.08433,0.20208,32.32034,-31.66831,17.60993,-16.89805,18.7433,-17.24802,7.12639,-7.36468,20.35907,-14.66306,8.73763,-10.47385,12.46876,-12.46876,-24.77553,-11.48348,-1.35969,-14.88971,-15.28944,-17.86161,-17.52899,-48.54437,3.09516,3.20205,3.14842,-17.71948,12.45818,12.60569,-12.75714,-13.03637,41.72971,-26.77357,7.78401,5.08637,2.09419,1.35889,7.86154,7.60227,-31.16461,-29.19848,-64.61631,-66.65504,26.43778,26.99973,0,0,-9.34453,-16.36067,-6.97291,-6.90061,-6.30264,-16.0407,-15.01844,2.88909,-11.27566,-10.18566,-9.54357,2.00809,22.11649,24.62841,23.31068,24.80014,5.55494,7.71308,-18.59647,-13.83032,-11.5885,-11.01415,-18.50346,-18.14174,6.77031,7.60861,7.66273,12.60245,-5.80447,-4.93072
sub-140925,0,0,-0.45235,0,0.23187,9.97565,-10.4979,9.71476,-10.02445,-1.92966,0.0179,1.93377,-1.92619,-0.32606,11.89765,-12.17994,16.60651,-15.51876,0.14221,-0.40988,30.19025,-30.10523,15.75675,-16.70185,14.79422,-17.88828,8.18757,-10.66422,16.10125,-19.99186,10.44244,-11.55544,13.69896,-13.69896,-25.2037,-8.72413,-0.72958,-14.94272,-14.3792,-17.7495,-17.44029,-43.67114,4.01839,4.02027,4.20117,-20.59126,13.79016,13.9647,-15.12005,-15.34749,43.97476,-30.54724,7.14579,7.17502,1.46345,2.31395,9.48605,10.44693,-30.19816,-30.71234,-68.22143,-69.09344,28.07473,28.12091,0,0,-10.16831,-14.80838,-6.23733,-8.45131,-8.71199,-19.0774,-19.58033,2.06907,-10.54239,-9.30367,-9.4868,1.5384,24.33997,24.59117,22.22834,21.28791,9.96566,4.70224,-19.09443,-16.18234,-11.27895,-12.52131,-16.76426,-17.59781,2.13917,2.44989,-3.97351,-0.53552,-4.946,-2.8903
sub-147737,0,0,-0.06278,0,0.24423,10.95449,-10.94566,9.90888,-9.81966,0.0,0.33107,2.30017,-1.17201,0.25055,10.42242,-10.83605,15.10854,-14.80421,0.25283,0.75787,30.5882,-29.83854,15.57391,-13.65942,18.26416,-19.14574,11.21234,-8.3364,15.77252,-15.36063,10.68253,-10.778,12.82685,-12.82685,-23.71309,-8.48607,-1.35099,-14.32647,-13.33095,-15.43918,-14.53637,-36.42601,3.98522,3.95313,4.01073,-17.72465,11.25133,10.2423,-15.85991,-15.60404,35.78645,-25.09839,7.08651,3.59483,1.49221,2.23191,8.41901,6.64883,-27.38672,-27.6322,-62.41272,-61.28861,26.8399,25.41859,0,0,-10.2235,-15.87394,-6.50031,-7.24125,-6.8142,-16.22141,-16.90518,-0.99714,-10.3457,-8.60185,-8.82286,2.36024,25.20245,23.54497,23.13736,23.07357,11.56314,5.30074,-16.14036,-15.72115,-10.74658,-12.39927,-18.12432,-20.37063,4.44741,3.22332,1.20549,1.54215,-2.55502,-5.9073
sub-148840,0,0,0.21739,0,0.28691,10.10978,-10.14861,9.62088,-9.54179,-0.25645,0.22962,1.62687,-1.89042,0.50298,14.44734,-15.19601,16.84901,-17.15655,-0.02214,-0.2765,33.23435,-32.35577,16.03937,-15.48009,19.1119,-20.27165,15.00941,-14.29418,20.99202,-15.80362,13.16054,-12.45541,13.5062,-13.5062,-21.48298,-5.61302,-0.22013,-13.2217,-13.3765,-14.07291,-13.5869,-36.29678,5.11408,5.47137,5.62226,-19.47037,10.78595,11.11066,-16.10946,-16.21925,41.15989,-24.81226,9.95939,5.67801,3.92101,3.78694,10.31732,9.18023,-29.98242,-35.1281,-64.2431,-67.88154,30.7085,29.86918,0,0,-10.51779,-15.04873,-6.2559,-8.36345,-8.39953,-16.66152,-18.11104,3.39722,-10.51367,-9.08495,-9.22893,2.62921,28.96344,28.35832,27.24506,28.058,12.97483,7.63607,-18.54184,-14.37251,-9.13811,-10.61169,-16.94564,-17.7081,7.77314,6.25415,4.07798,1.29456,-1.69494,-2.87938
sub-149539,0,0,0.12326,0,0.23451,12.50741,-11.38617,10.69758,-10.6958,0.01652,-0.046,2.38292,-2.19468,0.29005,13.79714,-12.74329,19.5424,-17.69121,-0.05729,0.19747,31.06255,-32.24066,17.59149,-18.0876,25.46668,-28.4628,12.69561,-12.12906,20.9086,-26.28928,11.70632,-11.84909,14.03032,-14.03032,-26.31741,-11.64942,-1.99095,-15.323,-17.01105,-19.05956,-18.05111,-40.47143,3.7923,3.95348,3.54279,-19.38178,13.07724,11.82117,-16.0153,-16.36918,43.1781,-28.08923,8.00768,5.68681,2.0733,0.34806,6.86901,5.7532,-32.78568,-37.08235,-69.92986,-54.54523,32.52824,29.56767,0,0,-8.02114,-17.00879,-6.96498,-6.22664,-7.2898,-16.71046,-16.85422,0.5431,-11.02224,-9.25111,-9.58138,3.15998,25.73902,24.7907,28.3188,27.59677,8.67932,7.2797,-21.0944,-20.03373,-12.23523,-12.82379,-23.0156,-21.28821,6.68459,5.69873,5.70546,0.96183,-4.61538,-6.10541
sub-151526,0,0,0.14116,0,0.04075,10.36287,-10.3883,10.33911,-10.05849,-0.78614,0.14173,1.99447,-2.00273,-1.13734,12.62662,-14.75438,17.10345,-18.42971,0.96434,-0.37367,29.57773,-28.24174,17.39245,-16.4252,18.77291,-20.65078,9.13843,-13.61743,28.0308,-24.65699,10.86332,-12.1785,13.57199,-13.57199,-26.5601,-10.68146,-1.94738,-14.77449,-15.84162,-17.91422,-17.88961,-43.24055,3.57581,4.19336,3.95111,-21.88571,12.76915,13.32156,-14.26292,-13.69914,44.02677,-23.39987,9.89947,6.67842,2.739,2.82727,10.61939,8.16979,-27.2109,-28.50988,-39.17911,-58.80746,28.96141,28.3311,0,0,-8.82063,-16.52117,-8.0103,-5.60705,-8.02792,-15.90256,-17.48176,5.44641,-11.93964,-10.54663,-10.99447,4.10795,28.39648,26.72677,27.4624,25.85044,10.88198,10.74072,-22.19922,-22.27776,-13.67059,-13.19598,-22.27051,-24.2941,9.23879,6.55325,3.07761,1.91009,-5.15565,-6.03052
sub-151627,0,0,0.22491,0,-0.14517,10.42101,-10.6707,9.94227,-9.0081,-0.31203,0.39063,1.61786,-2.14032,0.37259,10.86134,-13.54346,16.14586,-17.85702,-0.89842,-0.02802,29.87602,-29.77356,14.9238,-16.53403,17.68502,-18.18194,13.58577,-11.47356,17.64096,-16.83069,9.17719,-10.66658,13.03323,-13.03323,-23.79514,-7.77168,-1.28894,-15.98308,-14.93146,-16.72725,-17.6361,-37.55461,3.0779,3.40614,3.01057,-16.57458,10.84088,10.63689,-15.70413,-16.40528,41.54375,-24.20319,9.0077,6.07526,2.23549,0.33106,7.16381,6.30432,-29.30125,-28.22425,-67.12207,-66.52591,28.41197,27.2692,0,0,-7.44335,-14.95673,-7.32985,-4.51902,-7.9247,-16.93534,-17.58123,5.43955,-11.29242,-10.19636,-10.20223,3.85989,26.78689,26.15015,24.16901,22.99058,11.92387,5.2411,-19.01114,-21.53622,-11.07498,-12.69779,-17.9976,-20.63693,3.91757,1.75988,-1.32009,-2.85586,-3.93014,-5.36505
sub-156637,0,0,-0.2214,0,-0.22544,11.16693,-12.12559,9.29263,-10.9009,0.1408,-0.05456,1.90926,-2.37476,0.03377,15.05313,-13.38742,19.16426,-17.06186,1.40477,0.83954,31.91528,-33.98426,17.96644,-21.62085,20.0618,-21.00935,13.4929,-10.3858,18.99785,-19.55692,12.58012,-11.14997,13.15491,-13.15491,-25.23565,-10.05349,-2.01976,-15.91633,-15.8774,-18.97226,-17.99125,-42.51549,3.81804,3.78677,3.683,-17.44627,12.18242,12.997,-12.98978,-11.58964,43.68217,-27.29615,7.23362,3.99101,0.27045,-1.25617,8.63147,5.8042,-31.07653,-32.69648,-68.93184,-70.31713,28.77778,27.57327,0,0,-8.36572,-16.01104,-7.58626,-7.84301,-7.19601,-16.71473,-15.88081,6.18854,-12.40446,-11.42522,-11.20187,2.92491,25.15476,25.74075,25.78791,28.21754,7.24851,8.73061,-22.43944,-18.13471,-13.74727,-10.01751,-22.95581,-19.79184,7.53532,8.50668,5.96636,3.99216,-6.70646,-7.83207
sub-160123,0,0,0.10014,0,0.11586,12.50094,-12.39761,11.0056,-10.60246,-0.84937,0.24464,2.16842,-2.11577,-0.32145,13.32835,-13.28121,16.19266,-16.8151,0.5721,-1.2102,34.15843,-34.58852,19.57896,-17.98639,23.72777,-24.13234,14.35455,-14.62702,17.60769,-20.47592,10.2864,-11.40443,13.96795,-13.96795,-24.34397,-9.93712,-1.17554,-15.29764,-14.69898,-17.48292,-17.37134,-42.80239,4.8553,4.68821,4.90681,-21.54351,13.53038,13.78469,-13.76538,-13.85537,43.79863,-26.43453,9.21855,5.7722,1.73111,2.7233,6.89867,7.22487,-31.20889,-30.8039,-62.7949,-65.94472,31.60161,30.45508,0,0,-7.8572,-15.27678,-6.535,-6.75476,-7.03516,-16.27771,-15.23603,0.78785,-10.15037,-9.20138,-9.21423,1.94003,24.68219,24.61614,24.95926,24.30614,13.11474,6.4859,-21.40054,-17.69584,-10.65613,-11.09559,-22.90386,-22.03233,5.47933,4.49707,-4.27512,-6.1685,-0.72368,-2.53066
sub-163129,0,0,-0.01128,0,0.20868,11.79121,-11.02063,9.99528,-9.79847,0.04742,0.43434,2.59114,-1.65421,-0.11407,12.72508,-13.43617,15.82327,-15.33451,0.22199,0.65608,30.35912,-30.64226,19.36532,-17.52347,18.9559,-19.71273,12.11076,-11.29719,18.8319,-18.17896,11.84393,-10.7174,12.56344,-12.56344,-24.50364,-8.83835,-1.95948,-13.80933,-13.75712,-16.47061,-16.02336,-43.5149,4.71043,4.26411,4.09727,-17.89217,11.78807,11.96353,-12.96282,-13.23581,39.0466,-25.35914,6.78982,5.68467,1.76865,0.91523,9.58047,7.00537,-28.86648,-31.85969,-56.9477,-59.00404,28.5445,25.96735,0,0,-8.216,-13.88557,-6.01002,-6.49506,-6.02882,-15.29751,-14.80519,0.86391,-10.21882,-9.19634,-9.25076,2.70035,25.1021,25.39618,26.52803,26.35515,9.31163,6.82474,-19.17859,-17.87049,-9.18673,-9.98105,-19.31843,-20.00345,5.66335,6.64248,7.59514,6.04571,-3.59445,-5.82319
sub-178950,0,0,0.03363,0,0.11904,12.37221,-11.83255,11.12273,-10.77111,-1.2404,0.29282,2.49895,-1.51755,-0.02606,8.87875,-17.198,19.17727,-20.83786,1.43518,-0.20518,34.6379,-34.55703,18.67217,-19.8836,22.65235,-23.18549,15.71661,-18.77464,17.17092,-19.5844,11.17754,-9.23191,13.77287,-13.77287,-26.02371,-10.81234,-2.748,-15.16755,-15.8385,-19.95895,-20.56708,-40.10132,3.00198,3.7436,3.61666,-19.01494,13.62303,10.86983,-16.3724,-13.6272,46.33365,-24.14909,10.35859,9.96328,2.4518,3.39731,13.11587,12.76564,-30.51195,-30.72276,-70.6884,-70.09584,31.40306,30.74933,0,0,-8.94965,-15.85879,-6.15299,-7.33753,-7.49046,-18.16984,-18.16989,1.224,-9.9056,-9.14908,-9.1461,2.08608,21.05307,24.5424,24.19279,22.90339,11.70592,4.39172,-17.43462,-18.6132,-10.53446,-10.48138,-20.19029,-22.11764,3.82987,3.31053,2.84151,0.1873,-2.29343,-4.51771
sub-199655,0,0,0.05792,0,0.20534,12.69838,-11.48723,10.62518,-10.64059,-0.27765,0.22682,1.93115,-1.96732,0.21899,13.63846,-12.53615,16.63191,-16.82726,0.78589,0.11231,33.26846,-33.2935,17.48388,-21.29498,19.51495,-19.92221,15.21636,-18.01401,19.29232,-21.67036,10.23861,-11.41337,13.25458,-13.25458,-25.64548,-10.96363,-3.52982,-14.72906,-15.52246,-17.90081,-17.38506,-41.25418,3.59481,3.26391,3.1775,-18.89757,12.81656,12.42889,-14.60179,-13.47376,44.52109,-24.32731,4.78124,5.42188,2.02571,1.9922,6.7753,7.49785,-31.6586,-33.74858,-69.00079,-67.43367,28.17103,27.91047,0,0,-8.23898,-15.34014,-6.97704,-6.43165,-7.30644,-15.87372,-15.87293,3.61966,-10.86651,-9.32645,-9.48997,2.82017,23.18632,23.13796,23.13335,23.69101,6.62018,5.81277,-17.98145,-16.89704,-11.85327,-10.99228,-20.20283,-20.083,5.75071,4.58677,3.07764,0.32012,-5.93902,-5.83092
sub-201111,0,0,-0.81369,0,0.12078,11.63407,-11.10599,10.30091,-11.21361,-0.23432,0.28096,2.59904,-1.43381,-0.23906,15.52059,-13.24398,18.9668,-17.384,0.64345,0.04568,30.95281,-31.09098,16.65094,-17.01231,18.06773,-20.72743,12.48909,-10.99953,20.41536,-14.5704,10.47866,-12.07985,15.3165,-15.3165,-27.68028,-12.24524,-2.06874,-15.8377,-17.60819,-18.51729,-17.0028,-43.87523,4.16813,4.2356,4.43989,-24.10156,11.89978,11.62926,-18.10154,-17.37875,52.42506,-29.32382,7.35431,6.8445,2.28865,2.3513,6.79171,5.29879,-29.97028,-32.13327,-70.59263,-74.13628,30.87163,30.69517,0,0,-10.27934,-19.3097,-7.23313,-7.21274,-7.76556,-17.73574,-16.98482,-0.17581,-11.91521,-11.12966,-11.1234,0.24152,29.8795,29.4118,24.99232,25.65534,9.52284,2.5905,-18.72689,-16.55528,-11.34534,-10.45834,-17.16776,-17.82072,1.47671,1.60657,7.78017,2.30281,-5.67252,-6.45589
sub-212318,0,0,-0.65104,0,0.18232,10.4555,-10.53311,9.16063,-9.49436,-1.60277,-0.17103,1.44494,-2.11168,-0.53035,13.49229,-12.09126,16.93175,-16.0057,1.33691,-0.61823,27.47971,-27.04944,14.66398,-15.74779,15.44116,-14.65592,10.15134,-13.68097,20.24305,-25.54806,9.67437,-10.24706,14.03953,-14.03953,-26.14621,-11.03801,-2.23214,-15.07083,-14.90418,-20.1329,-19.73773,-48.47362,4.30621,3.98353,4.19352,-17.8644,14.32726,13.97507,-14.62236,-13.8711,43.38263,-26.10326,10.64061,9.74681,2.99534,3.68939,9.75849,8.98136,-28.59728,-31.67899,-56.27549,-47.67268,31.4635,31.09187,0,0,-9.43825,-17.38267,-7.28754,-7.4271,-6.67627,-19.67863,-18.93586,0.83348,-11.45759,-10.60242,-10.42282,2.69675,25.02982,25.4639,21.28707,23.14435,12.48292,4.68972,-21.03623,-20.04271,-12.27046,-11.13329,-22.63344,-19.14073,2.96802,2.96528,0.94534,0.23331,-2.64994,-2.01511
sub-239944,0,0,0.03163,0,0.08448,11.43474,-11.08842,11.00809,-10.17022,-1.8571,0.30021,2.20804,-2.00554,0.3387,13.41025,-14.32768,15.52296,-16.28466,0.06866,-0.64527,29.96924,-29.83953,18.20616,-17.16392,18.71368,-21.00926,9.55651,-12.27284,15.89417,-17.71741,13.24178,-13.10921,13.21413,-13.21413,-23.5506,-7.13304,-1.31044,-13.43727,-14.65133,-13.34679,-13.92983,-41.9724,4.92033,5.12258,4.94187,-20.21593,8.33241,8.75813,-17.23708,-17.00394,38.95957,-31.64435,7.2772,4.93766,1.96687,0.08048,10.53205,9.66266,-32.33989,-34.52167,-73.17511,-74.88747,29.0712,27.47301,0,0,-9.68744,-14.44585,-6.04818,-6.40322,-7.33807,-16.26536,-16.35123,3.89901,-9.78374,-8.3548,-8.61483,2.89697,27.76553,26.71039,26.6048,26.08316,12.52881,7.4314,-15.72676,-16.67,-8.6963,-10.15873,-18.11357,-19.7294,3.52447,4.70078,3.33738,1.13847,-3.96169,-5.89739
sub-245333,0,0,0.04276,0,0.04857,10.01761,-10.90508,8.06281,-9.41574,-1.27398,-0.11057,1.75669,-1.77063,-0.11949,10.96454,-12.55148,13.93451,-16.27229,0.03869,0.25795,28.28367,-29.14273,16.04052,-17.46924,14.72053,-17.32721,9.79345,-12.32523,17.10842,-19.31796,11.36197,-11.3541,12.53407,-12.53407,-22.49673,-7.75969,-1.8914,-13.81853,-13.89951,-15.974,-15.70705,-40.86618,3.82884,3.96658,3.86128,-17.13311,10.26859,10.0184,-14.92653,-15.12823,38.24143,-26.9157,7.43189,5.48515,2.09561,1.98712,10.09252,8.51515,-28.20196,-27.77426,-64.57686,-64.6914,26.77281,27.1731,0,0,-8.88766,-14.76775,-6.44166,-6.75477,-6.98006,-16.33364,-16.99121,0.94638,-10.08692,-9.48111,-9.47938,1.59797,26.31855,25.3102,27.28108,25.06095,10.22972,6.44816,-17.14398,-14.81614,-10.11463,-10.68996,-20.15903,-19.58003,3.78555,2.34181,-0.96475,-1.75842,-6.69796,-6.61177
sub-366446,0,0,-0.04143,0,0.08467,11.45578,-11.27807,10.80939,-10.38679,-0.94002,-0.25687,1.59474,-2.27737,-0.15559,13.22904,-9.91343,18.00054,-15.92886,1.14268,0.22689,31.91713,-31.80396,16.68335,-16.86567,20.54955,-20.26708,14.41217,-13.63827,16.64291,-17.466,10.77249,-11.08006,14.69495,-14.69495,-24.93508,-7.31823,-0.21377,-13.58603,-14.17734,-13.35633,-13.26075,-44.08227,6.32756,6.74825,6.81601,-20.6188,8.28676,8.58376,-20.21729,-19.90369,45.09027,-27.35931,7.90258,6.9847,4.08102,3.47994,10.33213,10.55836,-31.22668,-32.10703,-70.65739,-74.30983,30.8586,30.49707,0,0,-8.55604,-16.43027,-6.83789,-7.43538,-7.50653,-18.4207,-16.97006,2.16336,-11.44886,-10.40334,-10.19066,2.87537,28.36807,28.72488,23.69488,25.54624,14.85503,8.69293,-17.23587,-14.29264,-12.46899,-10.74251,-21.08288,-19.90867,3.77595,3.94654,-2.81763,-4.74384,-3.11704,-1.07779
sub-654754,0,0,0.01216,0,0.02668,11.00423,-11.82773,9.83818,-9.70161,-0.17323,0.31716,2.0981,-1.55354,-0.16774,13.19335,-14.5626,16.50457,-17.37165,-0.41969,-0.45734,30.55463,-28.88811,14.96918,-15.64582,18.58712,-16.87286,11.8452,-11.63732,17.73095,-15.91768,9.954,-10.56478,12.63397,-12.63397,-22.40493,-8.69765,-1.74209,-13.61062,-13.19475,-14.17953,-14.21691,-36.23759,3.12768,3.21388,3.0994,-17.95083,10.67677,10.59741,-14.79721,-14.69212,41.58761,-24.77907,6.80038,4.45213,1.45664,0.70719,7.97853,5.38739,-23.76307,-25.07335,-57.92112,-59.43237,27.81339,26.54988,0,0,-8.2223,-15.55095,-7.17066,-6.82957,-6.63037,-14.64809,-15.15778,3.53357,-10.54871,-9.93517,-9.66027,2.41455,27.45833,27.16239,26.40964,25.72212,7.68499,6.55059,-17.6103,-17.46085,-11.65073,-11.44248,-18.29262,-19.4132,2.74193,2.424,5.43037,5.13058,-3.82453,-5.21441
sub-751348,0,0,-0.16833,0,0.17391,11.96868,-11.41536,10.12312,-9.63396,0.32678,0.42448,2.32039,-1.52578,-0.33422,14.62506,-14.59232,17.72786,-17.52273,-0.45145,-0.16111,31.16828,-29.63083,16.9073,-17.59696,19.27002,-20.47742,13.98492,-12.75999,19.80877,-16.06023,11.77241,-11.75976,13.01105,-13.01105,-24.06566,-8.16999,-0.88167,-14.10452,-14.51078,-16.89576,-16.20943,-40.4343,3.71599,4.25511,4.5409,-18.70877,9.70725,10.84942,-16.57844,-15.37703,42.04103,-24.28253,6.06047,5.62438,1.08976,1.12992,7.38713,6.1954,-29.83082,-30.51902,-70.72663,-73.11853,27.42171,27.73816,0,0,-9.12783,-15.0627,-6.89637,-7.18226,-7.4841,-18.17798,-17.3075,1.30889,-10.2873,-8.82377,-9.18854,2.54863,29.63092,28.05044,29.04015,27.83649,11.79166,6.55065,-18.19107,-18.70272,-11.15678,-12.84802,-21.13216,-22.08118,3.85655,3.31389,-2.20731,-2.24969,-5.77376,-6.25632
sub-856766,0,0,-0.05197,0,-0.01762,10.77459,-10.11463,9.81676,-9.84778,-0.79303,0.20346,2.08207,-1.59446,-0.30856,13.98897,-13.15961,16.41992,-16.05484,2.01234,-0.74909,31.54153,-29.70609,17.58041,-18.63612,18.37317,-16.02239,14.3299,-12.62875,19.85491,-19.85049,11.59072,-10.75441,12.88022,-12.88022,-22.04934,-6.52183,-1.23656,-12.24635,-13.78738,-15.61806,-15.62582,-35.28809,3.43301,3.49262,3.87761,-20.07751,11.84039,12.91462,-13.91333,-12.75112,41.89095,-23.09079,8.19146,8.24541,1.84193,2.45399,8.1806,8.70256,-26.79502,-27.97869,-58.42552,-60.36761,27.42524,27.01705,0,0,-7.24101,-14.2989,-6.24576,-6.9175,-7.83875,-15.29717,-15.17511,2.85245,-9.68555,-9.25183,-8.41844,3.69983,29.39351,29.46162,26.69899,27.36963,10.80757,6.51493,-17.95655,-17.3337,-8.99704,-9.16636,-15.6529,-16.45891,5.14187,4.00795,6.01262,6.1087,-4.09104,-5.51241
sub-899885,0,0,0.36492,0,0.10045,10.61222,-10.34,10.06614,-9.67475,0.38745,0.05082,2.22015,-1.72005,0.07965,13.12541,-13.62736,15.53328,-14.62933,-0.66489,0.34338,27.74415,-30.59927,16.31898,-16.49848,17.30957,-18.7608,12.39134,-12.86457,17.28153,-15.73188,10.71807,-11.93053,14.23796,-14.23796,-25.02087,-9.5464,-0.92638,-16.34634,-15.68177,-16.77521,-16.84845,-42.21685,4.89335,4.77704,4.61398,-18.1133,14.46448,13.84687,-16.87531,-17.25679,44.54511,-29.01607,5.74256,5.16316,2.33002,1.97496,7.90577,6.28884,-32.01542,-32.74036,-73.87362,-68.86134,30.15785,30.83016,0,0,-8.15579,-15.50237,-6.93659,-8.51961,-8.77514,-15.99157,-16.38428,4.75493,-10.66893,-9.74073,-9.71651,2.59437,25.37548,25.57968,25.68173,24.55861,9.08515,6.52175,-18.64722,-18.8345,-11.74477,-12.17181,-18.96057,-19.33781,2.88096,4.17191,1.32107,2.9947,-4.92164,-5.26651
sub-0010,0,0,0.5043,0,0.30089,13.71942,-11.28653,11.85819,-9.74513,-0.87405,-0.22806,2.96076,-3.01216,0.05082,15.14464,-19.99131,17.78604,-20.73884,-0.04329,-0.51416,34.75798,-33.22129,20.27386,-19.27082,25.28244,-25.18432,13.29632,-14.20116,19.44947,-15.29065,12.74012,-13.92931,13.60714,-13.60714,-23.40212,-8.34759,-4.31446,-12.95195,-16.08484,-15.12519,-16.63238,-47.02421,3.68901,4.00893,3.64122,-19.39199,13.06185,13.99264,-14.27015,-13.22414,43.68726,-33.39383,6.8168,1.30255,1.82457,-1.54714,6.9991,1.89271,-31.68886,-37.98573,-74.04957,-80.21885,27.48564,28.22627,0,0,-8.2052,-12.7282,-4.66297,-4.30064,-5.43107,-12.65105,-13.61876,2.85622,-6.91522,-6.42033,-7.05616,2.52789,28.72045,26.28279,31.42751,28.3199,7.31722,10.07438,-14.54242,-16.1754,-9.16348,-11.27962,-18.66886,-18.68257,6.25601,4.00546,3.12776,-4.95649,-4.71538,-7.29869
sub-0086,0,0,-0.43167,0,-0.12267,10.74799,-10.92052,9.1131,-9.92372,-0.05949,0.20483,1.9774,-1.86312,0.08828,12.4831,-12.37864,15.21174,-13.5192,0.08699,0.24936,27.66771,-29.50098,13.93467,-14.41981,17.63308,-17.57964,11.83315,-13.12664,19.79537,-13.23233,9.46683,-12.22041,13.15712,-13.15712,-23.62337,-7.58529,-0.96053,-13.65345,-13.15385,-15.21522,-14.45775,-35.83639,4.46264,4.56184,4.53078,-18.53541,13.18659,13.18953,-13.09471,-13.09245,41.99625,-24.84968,10.64308,9.20298,4.83599,3.87941,11.62494,12.51374,-27.44249,-30.46534,-61.25678,-65.94211,29.05123,28.21962,0,0,-8.0577,-16.86607,-7.47399,-7.33872,-7.2672,-17.57252,-17.24116,4.89844,-12.01347,-10.85841,-10.82125,1.97519,24.72791,25.54333,24.04036,24.45782,9.79688,6.68404,-20.01893,-17.88867,-11.39955,-11.96075,-20.60828,-20.0521,4.77468,4.89224,3.65013,1.54587,-1.37035,-3.0298
