,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32
sub-C031,0,0,0.05802,0,0.15557,12.07847,-13.31118,10.69884,-10.46959,-0.81065,-0.1546,2.2799,-2.96288,-0.30401,11.96137,-11.47898,18.09595,-19.92882,-0.15648,-0.36138,36.47033,-37.14547,20.04492,-20.47432,24.64896,-24.81757,17.67052,-20.64217,18.54428,-21.43417,12.404,-14.02112,13.52187,-13.52187,-23.22492,-12.56026,-1.50631,-14.15467,-14.46762,-15.389,-16.00392,-33.13371,2.34704,3.56136,2.47153,-19.51839,13.70721,13.48605,-13.32705,-13.63875,42.27884,-23.09888,9.648,6.85713,1.96943,0.62866,10.37082,8.65906,-26.09964,-27.62191,-63.84293,-64.70162,30.35873,28.81543,0,0,-7.98833,-15.91932,-4.93071,-7.7852,-7.29315,-15.06279,-15.72589,2.70002,-7.93381,-8.58133,-7.38975,2.21513,22.34264,20.91426,24.79401,24.33009,8.63,7.27172,-18.53315,-15.48607,-11.13828,-10.99932,-20.27165,-18.66362,6.34484,5.03867,5.37534,-0.34216,-3.17267,-5.01428
sub-C032,0,0,-0.21882,0,0.0185,11.50109,-11.54546,10.38261,-10.2007,-0.49537,-0.06257,2.17245,-2.21524,-0.12135,12.35111,-13.72352,17.57911,-16.46415,0.45906,0.53918,31.23579,-30.22022,16.20952,-16.58272,18.66138,-17.29321,16.91791,-13.87108,21.63665,-14.98795,11.16674,-13.22922,13.1379,-13.1379,-22.94166,-8.58024,0.5309,-13.42442,-14.23901,-15.32113,-15.33943,-37.85927,4.35859,4.33666,4.35892,-18.146,13.1895,13.3564,-13.13829,-12.94681,35.70948,-24.97165,8.34529,4.58169,1.91294,1.60711,8.24748,8.35925,-26.99455,-30.17438,-61.47634,-67.1003,29.79354,26.86123,0,0,-8.76841,-15.5069,-5.43136,-7.21589,-6.94811,-17.4107,-17.51364,1.77526,-9.52083,-8.75319,-8.54644,1.8563,24.11218,25.44478,24.19983,26.25509,9.83354,4.87736,-19.74462,-14.55191,-11.8966,-10.51029,-19.64877,-19.49302,1.66738,1.67297,-4.13506,-8.25794,-2.05658,-4.33444
sub-C033,0,0,0.07746,0,-0.12064,11.72396,-11.89926,10.37321,-10.11406,-0.26025,-0.05844,2.05639,-2.14908,0.06806,16.00471,-15.82068,18.12236,-17.33275,-0.06756,-0.43625,32.77006,-33.09325,14.58086,-18.83848,18.21796,-18.30693,16.02526,-15.18589,21.03487,-19.2916,8.41948,-12.83286,13.47409,-13.47409,-24.51327,-11.1904,-1.10655,-14.2312,-14.5614,-16.18199,-16.36166,-43.34617,3.86475,3.7668,3.7935,-17.31671,13.51153,13.38498,-13.40867,-13.55927,40.42292,-25.67628,7.31026,3.54475,2.33727,1.89946,7.21348,6.43073,-27.86082,-30.12027,-60.41888,-63.43377,26.2235,27.12602,0,0,-7.91475,-16.15307,-6.35878,-7.32846,-7.18428,-16.62105,-15.71088,0.32424,-9.94629,-9.39667,-9.44859,1.63685,25.20483,25.26948,25.31299,26.80738,9.66145,6.10435,-19.35048,-17.44138,-11.64703,-12.50926,-19.7072,-20.38941,5.14364,4.84157,-1.34677,0.73025,-5.08562,-7.02222
sub-C034,0,0,0.14212,0,0.05825,11.90282,-12.44939,10.98608,-9.88688,-1.89443,-0.0645,2.28905,-2.02559,0.07785,14.69614,-17.7129,20.05219,-22.46094,-0.22686,-0.46067,34.18445,-33.74157,18.1913,-21.55478,21.01865,-21.42594,14.16959,-20.4265,15.44307,-30.12627,12.18735,-11.19775,12.51794,-12.51794,-23.30873,-13.30918,-1.54203,-13.61908,-14.83079,-16.90415,-17.7404,-35.26141,2.41785,2.66615,2.36882,-16.17683,12.87878,13.03087,-12.50387,-12.68122,40.91927,-20.58807,8.24784,3.44064,2.24385,-2.08345,7.69036,3.73119,-23.37855,-27.80092,-58.22026,-57.39164,28.44356,23.75343,0,0,-7.29768,-16.95143,-5.48906,-7.03097,-7.23419,-16.84849,-15.36219,3.229,-9.24315,-8.26034,-8.35396,1.50748,23.39503,21.40743,22.46854,22.21187,3.75445,5.61585,-19.35172,-18.91517,-11.33036,-9.36714,-21.55872,-20.98193,4.04512,2.30113,1.13241,-1.25036,-6.30025,-7.33419
sub-P006,0,0,-0.47812,0,0.16728,11.48951,-11.86757,8.3974,-9.62552,-0.05096,0.32723,2.43226,-1.82409,0.29425,15.63301,-14.10674,18.66419,-16.53436,0.69575,0.5743,32.03378,-33.44928,16.19106,-16.07507,18.26247,-19.98578,13.54206,-13.63413,18.52552,-13.80835,11.43796,-12.98979,12.6966,-12.6966,-24.09591,-10.41137,-2.88756,-13.60906,-13.33125,-16.89745,-17.018,-40.43883,2.77711,2.89427,2.86176,-17.71353,12.50976,12.55456,-12.84219,-13.1745,38.80994,-22.38574,3.34771,2.79074,0.88287,0.58331,7.57124,6.95829,-27.04464,-28.67097,-66.56578,-71.58132,26.18084,25.37835,0,0,-7.01076,-14.57122,-5.6945,-5.9118,-5.06624,-15.65682,-16.1076,-0.83549,-8.35973,-7.9721,-7.65827,2.22166,23.75201,24.70475,25.42777,26.55889,6.6914,4.68394,-16.91939,-14.59701,-11.14399,-10.4314,-22.5952,-21.40108,3.95179,3.35947,1.96474,-0.05882,-6.65902,-7.45719
sub-P009,0,0,0.08876,0,0.22692,11.7979,-11.44239,10.56836,-10.46695,0.0,0.20932,2.11101,-1.68402,0.23926,12.52411,-12.91964,15.40945,-14.58099,-1.16285,0.10693,31.59337,-29.96703,16.09217,-16.43019,19.65432,-19.3215,12.23899,-11.71358,18.85862,-14.7543,10.18283,-10.97724,12.49876,-12.49876,-22.46387,-7.44343,-0.85461,-12.51547,-13.55232,-14.55962,-14.37895,-33.47509,4.28766,4.40969,4.22357,-18.21429,12.59108,12.19069,-12.74985,-12.83524,39.55259,-24.86298,7.12509,6.18221,3.81301,2.18553,9.75436,7.39073,-27.03302,-29.28464,-61.76449,-63.84845,27.78989,25.88773,0,0,-9.30479,-15.85646,-6.28318,-6.39494,-6.77511,-17.01284,-17.22768,1.36748,-9.24184,-8.70764,-8.54242,0.55869,26.52553,26.91472,25.29377,26.07704,8.38446,5.44323,-16.20024,-16.82991,-12.22759,-12.19018,-18.24197,-18.98561,4.73122,4.54967,3.16785,-2.37081,-2.54033,-5.45979
sub-P010,0,0,0.17207,0,0.10124,10.26999,-10.60776,10.29064,-9.12732,-0.5908,0.43568,1.90971,-1.69274,-0.17593,13.95795,-15.78798,16.45389,-16.25216,-0.59422,-0.27788,32.43434,-31.65644,14.901,-14.61117,18.05051,-15.63623,11.69608,-13.38357,17.1458,-20.05468,10.34734,-10.83181,13.12214,-13.12214,-22.11913,-7.95575,-1.43085,-12.94135,-13.59371,-14.80221,-14.62106,-35.3531,1.97053,2.66738,1.86105,-19.72323,13.14761,12.95613,-13.20192,-13.03911,37.6567,-22.00206,4.45164,2.05423,2.505,1.96506,7.31386,7.40342,-22.9309,-27.27968,-53.64744,-60.53915,28.48901,26.07206,0,0,-6.59,-12.70508,-4.85189,-5.44667,-6.03955,-13.56569,-13.17187,0.87626,-6.40644,-7.26821,-6.23406,1.58207,25.73771,25.13575,24.01533,24.30578,14.36223,4.44027,-15.09209,-15.16172,-10.39045,-10.72158,-18.37715,-19.43412,2.81992,2.01292,3.99795,-2.65926,-0.85364,-2.85385
sub-P016,0,0,-0.63491,0,0.27696,10.91703,-9.62104,9.69296,-8.53216,0.09273,0.28482,2.13529,-1.18267,0.46857,11.54252,-10.60949,14.44704,-13.74207,0.64663,0.19964,30.76863,-29.41286,14.57291,-14.24409,21.36425,-16.92514,8.58557,-8.54714,16.9018,-19.20938,9.82344,-10.12762,12.20979,-12.20979,-23.78508,-8.28485,-0.81934,-13.12704,-12.91431,-13.95288,-14.88621,-45.85055,3.64423,3.95048,3.48297,-16.82132,12.35342,12.19587,-11.79209,-12.05173,40.55307,-29.64476,5.07458,3.89379,2.55544,2.47475,6.87969,7.97926,-28.23352,-29.81596,-65.59055,-63.23506,28.41887,26.88932,0,0,-10.26236,-15.7397,-7.0782,-5.79187,-6.02026,-16.14847,-15.27351,0.64211,-7.56121,-7.46033,-7.22493,1.56149,24.33323,24.51058,23.20157,22.54413,10.79741,5.39487,-14.97943,-13.81462,-10.22997,-11.3416,-19.00392,-19.03617,3.20957,3.29762,4.76967,6.52046,-4.60614,-5.97236
sub-P017,0,0,-0.07328,0,-0.49309,12.34082,-11.87285,11.40102,-10.54204,-1.5612,-1.12057,1.41812,-2.39089,-0.1798,13.22598,-15.62047,15.50351,-16.22103,0.27985,-1.05677,33.72906,-36.27077,16.88235,-19.74184,23.68142,-21.5367,15.69234,-14.27457,32.32094,-30.67563,10.24612,-14.18319,12.2877,-12.2877,-23.33071,-8.52676,-1.83461,-12.98945,-13.4962,-15.51255,-16.1163,-37.04761,3.18906,2.49028,2.69183,-16.27829,12.25731,12.42486,-12.56315,-12.3709,43.02339,-23.98501,7.23473,4.11277,2.79371,3.42506,10.5411,11.45998,-28.4092,-28.11271,-37.37712,-40.08852,26.00747,25.44906,0,0,-9.0303,-14.82894,-5.49068,-7.14259,-7.81718,-18.89363,-19.2585,-3.30801,-7.31525,-6.29623,-6.29681,1.21831,28.34347,27.63017,29.9447,29.20007,6.88708,3.1618,-19.36975,-18.07506,-13.79246,-14.64048,-23.12868,-23.27798,2.71166,0.718,-2.10902,-5.43827,-3.66879,-7.25827
sub-P019,0,0,0.20801,0,0.31317,11.38521,-12.36615,10.68979,-9.94978,-1.20439,-0.30949,3.11511,-2.3843,-0.31634,15.76438,-22.10807,17.73155,-24.12774,0.59566,-0.07403,37.98349,-34.27116,20.53374,-18.39137,29.06454,-21.65852,13.63123,-13.5427,16.55684,-22.31449,11.69548,-10.55897,13.14911,-13.14911,-23.44059,-12.2012,-3.54285,-15.14347,-13.60676,-20.77755,-20.70315,-37.16535,1.39434,1.72526,1.20118,-17.13821,13.31756,13.34971,-13.21059,-14.00357,44.41797,-22.52092,4.50354,3.76259,0.90147,0.87454,6.97113,6.61677,-28.30324,-23.53949,-67.30946,-71.22318,29.88724,29.77023,0,0,-5.52293,-14.32906,-6.11086,-5.68554,-6.24783,-16.22344,-16.77073,1.78797,-6.95294,-6.92562,-6.71398,2.83229,29.47189,26.23254,28.94165,26.05785,9.19368,5.6254,-16.87776,-21.93809,-7.61298,-13.33893,-19.99274,-24.31175,4.89829,-0.56478,5.20713,2.5391,-2.9993,-5.29548
sub-P023,0,0,-0.10587,0,0.31615,11.22275,-11.07988,10.44677,-10.02513,0.21026,0.34473,1.69076,-1.53833,0.34354,12.2435,-12.92466,14.62397,-14.28507,-0.33992,-0.34023,31.01139,-29.12266,16.29227,-15.7595,16.10641,-16.27346,9.27436,-12.32725,20.90591,-15.65045,8.52014,-11.72121,14.14039,-14.14039,-25.38562,-9.97951,0.36128,-14.62278,-14.41117,-18.84384,-17.90556,-37.95452,4.83657,5.10562,4.83652,-20.36197,14.14011,14.14035,-14.14091,-14.14061,44.15884,-29.89528,6.59529,5.19262,3.45949,2.46632,7.47111,7.47154,-29.50059,-31.1628,-70.21193,-70.62671,33.63046,29.44232,0,0,-9.1372,-17.47003,-6.94445,-7.77707,-8.1177,-19.34047,-19.73485,-2.57863,-10.2984,-10.29801,-10.29775,2.75361,28.0588,29.41908,28.39903,27.37866,11.22341,7.18541,-19.79792,-18.25678,-11.87507,-12.86803,-19.79841,-19.28395,2.53848,2.7541,3.96516,1.36619,-3.54687,-3.54683
sub-P027,0,0,-0.15382,0,0.16633,13.03514,-12.68685,10.3679,-10.28095,-0.29007,0.15767,2.71543,-1.51409,-0.44897,14.41412,-16.62758,18.95562,-18.68664,0.90936,0.06315,32.86717,-32.09311,16.53109,-16.90643,25.6874,-25.09804,14.46545,-14.69765,18.30297,-18.51177,11.80538,-12.48925,12.94538,-12.94538,-21.89518,-8.04528,-1.78229,-12.64694,-11.67751,-15.14915,-14.55106,-35.3596,4.37695,4.63875,4.39774,-18.71232,12.90299,13.76184,-13.65372,-13.20206,39.76304,-23.79162,8.1603,7.32355,2.88495,3.81849,8.63036,9.31154,-28.94453,-28.60937,-65.79258,-64.50434,26.954,27.21644,0,0,-8.1511,-12.99126,-4.29279,-6.96753,-6.63288,-15.85435,-15.72287,1.70507,-4.50161,-4.5202,-4.483,2.09195,24.70783,26.06528,25.03271,26.47563,11.39879,5.15876,-19.18362,-18.04345,-11.08504,-10.14503,-21.98744,-21.78479,1.96253,2.05225,-4.54734,-5.93536,-4.23057,-4.90358
sub-P036,0,0,0.0,0,-0.1349,12.99797,-11.59962,9.58827,-10.11985,-0.29774,0.0,2.26438,-3.21981,0.69966,15.2229,-16.58386,20.95937,-19.48123,-1.52862,0.82149,32.72101,-33.10802,16.67436,-17.53635,23.69823,-21.48487,15.10689,-13.74437,29.81507,-24.78804,10.64174,-12.34366,14.201,-14.201,-25.06382,-11.33633,-2.57872,-12.69797,-15.65937,-19.83288,-17.5909,-43.41318,2.2762,2.25968,1.8381,-23.53727,14.44446,14.17014,-13.43815,-14.46217,44.48392,-24.75175,6.83699,1.52061,2.18838,-0.42044,8.36235,5.02747,-26.3214,-32.58876,-39.85515,-62.10134,32.68664,27.76919,0,0,-7.31355,-14.60011,-5.31802,-6.28418,-6.64277,-17.00533,-12.26726,0.37789,-8.09806,-8.08246,-7.6365,3.26005,26.00794,26.98937,24.81537,25.89345,8.8373,6.32981,-21.81328,-16.23063,-12.94855,-11.59206,-23.59664,-19.22571,3.76549,2.68176,-2.35693,-1.62491,-7.62859,-7.00181
sub-P039,0,0,-0.45904,0,-0.21125,11.64662,-9.62143,11.51557,-10.72555,2.71822,-0.58831,1.57873,-2.35715,0.46521,14.57826,-13.79893,19.28099,-15.34281,-1.45902,1.48159,29.87725,-35.12815,14.39212,-16.02611,18.08015,-19.6794,19.07356,-11.10365,21.68961,-11.591,8.87619,-12.71379,13.8429,-13.8429,-25.81884,-9.76061,-0.19702,-14.70146,-15.00173,-17.59683,-18.03304,-35.42415,4.8035,4.44587,4.50401,-17.78896,13.9116,13.97624,-13.75652,-13.4471,39.55874,-23.65419,9.02559,6.83715,3.71223,5.20998,8.15309,9.0866,-26.90044,-27.02735,-61.88657,-61.4688,31.15279,31.08388,0,0,-7.45481,-15.16688,-6.50085,-7.76015,-7.9177,-18.8871,-18.50551,2.73929,-9.92552,-8.44827,-8.60702,1.93038,23.98269,26.50854,23.85702,27.45971,8.79129,5.99481,-19.72486,-12.98427,-10.62597,-8.458,-19.17326,-16.31156,4.13919,5.17275,2.00013,2.52902,-3.71942,-2.68423
sub-P041,0,0,-0.83743,0,0.1386,12.63067,-10.98556,9.75586,-11.19916,-0.04587,0.0,2.75062,-2.5462,-1.11231,18.27625,-17.10662,20.33547,-19.82826,0.8078,0.13947,36.06797,-35.24907,18.46921,-19.62404,20.72519,-21.73907,13.838,-14.1096,20.23742,-18.3783,10.39814,-12.7323,13.66501,-13.66501,-25.58858,-13.29445,-2.12643,-15.80364,-15.97552,-20.37764,-20.37765,-38.52129,2.20911,2.12085,2.74165,-19.03838,13.86477,13.86556,-13.84588,-13.84469,40.83852,-25.31079,5.29946,7.13171,-0.20963,1.37312,6.15161,6.97248,-32.44216,-31.42929,-65.42682,-65.73261,29.47388,30.30723,0,0,-8.61337,-16.73113,-5.36741,-8.81295,-8.56394,-17.31502,-19.47789,-1.71253,-8.69998,-8.70015,-8.10584,2.08999,28.06484,31.34773,27.77277,30.76418,7.58265,6.76258,-23.76349,-17.85535,-14.18428,-11.76445,-23.93615,-21.22103,6.20184,7.16258,-0.45812,1.91474,-5.58037,-5.89968
sub-P063,0,0,-0.2982,0,0.37625,12.1446,-12.01834,10.14205,-10.13993,-0.2491,0.01645,2.43283,-1.70982,0.29247,15.76407,-13.76463,18.76018,-18.7625,0.5053,-0.24273,34.79132,-35.47992,20.02641,-18.51066,24.05622,-24.01633,11.76896,-16.75885,18.27678,-20.1923,11.64871,-13.66864,13.61372,-13.61372,-27.08964,-13.07076,-3.96193,-17.35713,-16.48172,-23.08354,-22.5824,-40.97849,1.26871,0.92316,0.9241,-18.23009,14.22375,14.72555,-13.39609,-13.38941,43.97969,-25.71012,5.09816,5.60305,-2.32183,-1.83225,4.55575,3.84511,-28.47416,-28.47362,-69.75886,-65.46652,30.21902,28.51872,0,0,-8.72516,-18.31663,-7.14395,-7.03023,-7.03792,-17.84251,-17.84667,-2.06027,-10.7675,-10.76506,-10.7642,2.85836,26.50469,26.77899,25.62024,26.45945,4.27085,3.67073,-22.65807,-18.36979,-12.29088,-13.4404,-23.67584,-22.64867,2.33238,2.52932,3.16734,7.13748,-6.42626,-7.91258
sub-P064,0,0,0.04762,0,0.11728,12.82035,-11.64282,10.12175,-9.22236,-1.97369,0.13835,2.24172,-1.56847,-0.5519,12.58132,-17.01056,16.54551,-19.89194,0.71171,-1.08173,33.50881,-30.00295,15.93134,-16.4993,22.26003,-18.44189,10.20407,-13.16775,18.83893,-21.98662,11.04502,-10.31327,13.60783,-13.60783,-25.31289,-12.27197,-3.36319,-15.2503,-16.29854,-21.38775,-21.96586,-45.28946,2.11782,2.25588,2.17823,-19.49415,12.64809,12.87742,-15.6106,-14.97934,42.14028,-28.58926,2.54174,2.87755,1.66666,-0.52319,6.10177,4.22966,-29.62718,-32.61048,-64.35212,-69.25061,30.52133,27.65425,0,0,-7.39034,-15.44264,-7.07207,-7.44404,-8.38603,-17.22944,-18.23291,1.28703,-9.0399,-9.15445,-9.10492,2.55014,24.34621,23.91321,24.12144,24.03457,7.91438,6.10043,-17.87337,-19.04051,-10.91909,-13.14263,-26.59136,-24.59838,4.84327,0.90402,0.93061,-2.4753,-4.9942,-6.56029
sub-P068,0,0,0.44936,0,0.25708,13.67425,-13.27241,10.6783,-9.88656,0.0,0.3481,2.69686,-1.93125,0.49678,16.33146,-19.25891,19.15145,-19.71141,-1.20075,0.54682,36.54558,-39.16653,17.99756,-21.96192,23.14625,-23.55914,17.57443,-17.80884,19.58668,-16.05246,11.63968,-13.67183,13.09238,-13.09238,-22.60909,-8.32435,-1.89586,-12.85688,-13.50694,-15.61367,-15.17037,-35.96106,3.9,4.20481,3.06908,-17.83058,13.26254,12.60352,-12.98872,-13.75875,45.80746,-21.57021,12.40051,6.806,2.94223,0.4742,11.48442,7.20346,-26.30653,-29.30536,-63.93158,-72.0725,30.44882,27.12807,0,0,-8.05949,-14.59327,-6.1162,-6.16372,-6.50838,-15.95219,-14.93588,0.56213,-8.24511,-7.8173,-7.65995,1.86947,28.6676,27.80526,27.71597,29.2141,8.66424,5.51959,-20.26445,-17.14255,-11.6954,-10.56693,-19.5683,-19.77604,4.73672,3.2189,1.56119,-3.14678,-4.41474,-7.30082
sub-P073,0,0,0.0691,0,0.11865,11.93781,-11.56627,10.9189,-10.67134,0.18789,-0.24713,2.77366,-3.64466,2.31619,14.90685,-8.94443,18.28817,-13.8796,-0.08923,-0.03202,31.28224,-36.54902,17.32977,-19.59604,20.9201,-24.48695,15.48373,-13.91274,17.7262,-18.40172,9.23342,-13.10097,15.88847,-15.88847,-26.6625,-10.8549,-3.15531,-15.69859,-15.98108,-22.2976,-21.62776,-40.7387,4.02642,3.45986,3.83748,-22.07253,15.75872,15.75325,-15.98107,-16.00007,47.34555,-26.41251,8.39424,6.12236,3.85819,3.09507,10.64606,10.6436,-32.02614,-33.00325,-67.09676,-68.39943,34.57249,33.18244,0,0,-7.81954,-13.99164,-6.02036,-8.22894,-8.43713,-18.22121,-17.60523,-3.24014,-7.44188,-7.41811,-7.47242,1.62106,25.9447,26.77133,18.71703,22.16576,10.15047,3.70799,-20.61767,-16.87319,-13.71396,-11.34775,-21.11204,-21.09812,0.46668,1.72666,-3.92019,-2.28654,-3.7752,-3.22869
sub-P075,0,0,-0.86768,0,0.34064,12.51153,-13.40496,9.87983,-10.6813,-0.95497,0.31116,3.25207,-2.25262,-0.62299,17.28653,-15.07726,17.28429,-17.32927,1.81242,-0.48655,37.90618,-33.92663,17.60907,-17.49066,22.42001,-21.53071,13.58652,-15.074,19.17425,-17.24729,13.00474,-12.95523,14.27787,-14.27787,-24.84936,-11.83994,-2.91253,-14.65086,-13.43976,-19.93751,-18.87288,-44.47369,3.36941,3.09669,3.50461,-18.02422,13.86418,14.24926,-14.98167,-14.35803,42.9466,-27.20706,3.85221,8.41745,0.15991,2.27228,5.33522,8.2303,-31.03987,-30.44823,-72.63318,-74.31967,29.07734,29.97718,0,0,-9.96051,-17.79103,-6.8969,-7.88061,-7.30765,-18.95353,-19.43199,-4.20345,-9.1942,-8.6415,-8.58938,2.67725,29.86867,29.61771,32.7278,31.98568,9.75622,6.95818,-21.81908,-19.54915,-14.12009,-12.71091,-22.77848,-21.30709,3.2963,3.90027,-2.79219,-6.485,-4.47496,-4.78764
sub-P082,0,0,0.23417,0,0.23182,11.57063,-10.42249,10.78417,-10.11555,0.20536,0.0,2.31201,-2.25364,-0.40932,15.3621,-14.03395,16.69942,-14.44456,0.54226,0.23488,32.39863,-32.20746,18.79304,-18.41284,26.72151,-22.62097,11.38559,-11.29982,22.83289,-14.70916,10.42666,-12.41842,13.61664,-13.61664,-24.25982,-8.26133,-1.55264,-14.7425,-14.51176,-19.30373,-19.13626,-42.47624,3.34677,3.34684,3.12978,-20.16056,13.98394,13.9785,-13.62443,-13.62351,44.08012,-28.23083,8.52668,8.52632,1.02466,1.76602,9.44217,9.2688,-30.21683,-31.46332,-68.6359,-71.6363,31.1643,30.68545,0,0,-8.13559,-15.54087,-6.53908,-6.44026,-6.44044,-19.04287,-19.04183,3.36524,-9.73504,-9.63621,-9.73515,3.57666,27.35337,28.99268,27.76321,27.96861,10.67108,8.29486,-19.42384,-15.26376,-11.00777,-9.15563,-20.60176,-19.08615,4.6801,5.64934,-0.92715,0.92411,-4.29665,-4.29722
sub-P088,0,0,-0.27334,0,0.0761,12.0477,-13.66327,11.14771,-11.18132,-2.11025,0.03019,3.12489,-3.68595,-0.37013,16.87463,-18.25843,18.25704,-19.48226,-0.40058,-0.37473,39.62694,-40.34807,20.68288,-20.85879,30.44574,-31.15487,15.88774,-20.17203,17.66048,-21.42105,14.16492,-13.94597,13.07485,-13.07485,-24.5664,-11.99183,-4.13991,-14.38481,-14.23516,-18.74356,-18.88952,-40.61702,2.87248,3.08464,2.65947,-17.2864,13.1116,13.11195,-13.04139,-12.75336,39.96994,-25.73847,9.5274,3.5482,4.84594,1.87351,10.73934,5.87483,-26.84938,-31.47371,-62.95459,-67.79393,31.66232,26.68743,0,0,-6.46435,-13.89474,-5.47625,-8.22563,-6.74983,-16.38044,-16.10689,1.89801,-6.82769,-7.00257,-7.15571,2.60378,27.73434,26.91171,25.31682,25.32734,10.89543,3.84404,-19.35497,-19.6524,-11.91747,-13.27415,-21.30781,-22.42833,0.41511,1.22106,-1.38135,1.9161,-4.63542,-7.06668
sub-P091,0,0,-0.0703,0,0.0362,13.11521,-13.18302,10.64089,-10.53865,1.99543,-0.23756,2.29119,-2.447,0.88699,17.87963,-15.17987,21.0887,-16.02823,0.76225,1.7647,34.76271,-35.496,17.74098,-18.8996,16.71061,-21.04043,16.53853,-13.95301,18.58702,-18.68821,10.60203,-13.73503,14.67774,-14.67774,-25.94959,-11.31005,-3.53489,-15.70796,-15.11661,-19.8493,-18.85689,-40.06741,2.41427,2.50331,2.50265,-20.18217,14.34968,14.69978,-14.80243,-15.08178,42.75988,-25.66082,8.87336,5.38244,0.86399,0.20742,10.8461,7.4071,-28.8499,-31.34575,-67.42767,-70.56886,30.35328,28.75578,0,0,-6.15556,-15.87042,-6.25269,-7.04675,-7.01944,-17.58541,-17.76045,6.40436,-8.47331,-8.29719,-8.09,3.42217,27.80846,29.26509,25.93915,27.37935,11.17749,8.99527,-22.2266,-20.98436,-12.66974,-13.2422,-22.10359,-26.02176,6.08446,4.65955,-0.14113,0.87953,-2.55221,-4.22779
sub-P093,0,0,-0.31494,0,-0.01811,11.94138,-11.22432,9.126,-10.02034,-0.3881,0.02467,2.49765,-1.86185,-0.02334,15.45205,-14.90434,20.22291,-16.34629,0.84187,0.3925,35.05963,-33.45891,21.25075,-17.18765,20.51598,-20.79809,13.03533,-12.66863,18.41908,-18.68714,11.63141,-11.7001,12.65377,-12.65377,-23.58445,-9.32763,-2.75637,-13.61436,-14.12386,-16.56082,-15.80038,-37.35646,1.43981,1.43259,1.68584,-17.93006,11.72987,11.93182,-13.45791,-13.26578,41.08932,-23.14243,3.89019,3.05156,0.71225,1.02136,5.72256,5.22325,-28.74544,-31.67741,-62.53551,-65.14852,27.67693,25.50405,0,0,-8.1818,-13.39203,-5.7806,-7.31663,-7.03132,-15.85122,-14.75934,0.68692,-7.96136,-6.80427,-7.28695,2.36329,23.44045,24.55153,23.00962,27.26673,5.08323,7.78481,-20.6408,-16.67876,-12.61012,-11.72839,-21.12184,-22.34801,5.64916,5.79204,6.44837,3.41525,-6.98008,-8.29898
sub-P096,0,0,0.30283,0,0.27536,12.97744,-12.5529,10.66161,-10.50763,0.06737,-0.31735,1.86269,-2.45954,-0.33826,17.38957,-16.8221,18.85531,-19.4072,2.1268,-0.39843,35.67103,-35.71057,19.62712,-20.0497,28.3178,-29.26329,10.61659,-12.30424,19.56458,-20.02349,10.83273,-11.15616,13.29978,-13.29978,-24.749,-9.7936,-2.74285,-15.63909,-15.51695,-19.23557,-19.27552,-43.89706,3.31901,3.28871,3.44781,-17.80626,13.38284,13.26775,-13.16003,-13.2567,46.15116,-27.0463,5.36934,5.35256,0.91631,4.04816,4.2116,4.3431,-28.84562,-30.83006,-69.55909,-72.24603,30.34277,29.83039,0,0,-9.21412,-15.37684,-7.03574,-7.97819,-6.68239,-17.10491,-17.45418,-0.05197,-9.2226,-7.69865,-8.50316,2.10186,29.06142,29.85749,32.5528,32.47099,12.71312,7.30037,-18.46097,-19.01841,-10.37639,-12.94994,-19.51235,-20.92047,5.00137,3.56948,-2.46122,-0.35605,-3.38991,-5.88282
sub-P101,0,0,-0.43029,0,0.05083,12.50141,-12.33093,9.61593,-9.87438,-0.66165,-0.11924,1.81907,-2.44284,-0.02503,14.92566,-13.50755,16.57959,-15.10561,0.63446,0.15112,30.97665,-32.20425,15.33263,-16.85411,18.48107,-20.58097,17.77863,-14.4402,18.29155,-14.80998,10.77291,-11.00828,13.0422,-13.0422,-21.98704,-8.21033,-1.76053,-13.11837,-13.04671,-15.41214,-15.02419,-39.63965,3.09348,3.26485,3.34696,-17.76038,13.44203,13.43707,-13.13166,-13.08209,40.96168,-25.04756,6.85009,4.2498,2.0983,1.08478,7.78942,6.42662,-30.40656,-34.52136,-67.73407,-75.05605,28.26526,26.88447,0,0,-7.31053,-14.59919,-5.7675,-6.59439,-5.56368,-16.4987,-15.36446,3.20369,-7.2724,-6.91071,-7.23249,2.12631,24.23187,24.94489,24.09568,25.18502,8.57707,4.58228,-20.60483,-17.95761,-11.81149,-10.74035,-21.99189,-20.7873,1.84738,3.26235,-2.71704,-4.86891,-4.85169,-4.52824
